7410:81,226,70,780,654,500,354,262,17,5767
7414:17,654,302,58,29,616,542,15,289,138
7419:719,463,168,8860,984,1400,661,8733,76,9874
7433:654,302,616,564,58,650,861,8,787,542
7444:7334,4671,84,17,787,327,302,119,8,7622
7451:69,1917,38690,1617,17944,12495,93408,87205,69996,65161
7461:17,168,226,70,984,574,2318,1326,873,801
7466:2268,1951,8,8457,4487,4268,518,245,16514,2200
7467:616,61,542,1023,8,32,787,364,245,508
7488:58,616,302,15,322,564,650,542,518,508
7489:7612,24032,85656,50463,98736,68947,58835,49652,39860,32960
7517:3378,22713,11408,10178,186,64973,58738,45641,40483,40356
7518:654,518,84,302,58,15,363,616,131,542
7519:542,15,518,616,8,787,302,1023,654,508
7527:20300,39395,245,33882,2200,1524,774,353,70923,63084
7542:168,719,8860,1326,76,17,7225,5738,1528,302
7555:117659,116662,103272,93182,90038,81074,78217,73619,72027,61646
7556:48210,22059,76,42353,31342,25740,25466,17498,8419,698
7558:616,168,76,302,226,17,5480,554,9874,9417
7563:84,58,224,616,138,650,354,736,94,8
7572:168,984,719,574,8733,5557,661,135,9874,7838
7586:168,5480,719,984,8860,7838,661,760,1400,8733
7590:654,616,302,542,289,861,564,518,61,15
7603:616,542,58,302,654,62,1196,15,364,101
7605:542,616,1196,8,654,518,302,245,364,32
7607:650,61,58,8,15,542,616,787,518,654
7608:302,654,138,354,616,70,736,58,301,8
7612:616,302,17,76,654,58,8,84,944,101
7617:46650,37236,2641,1119,755,654,17
7637:616,654,58,542,302,61,245,32,518,364
7657:1097,650,518,508,17,782,616,81,8,5998
7661:17,616,654,542,518,84,101,302,564,1511
7678:1352,3107,2880,6434,3172,4825,12990,1712,8848,5624
7682:47276,7836,15556,3216,1462,1012,289,17,62614,61872
7692:2266,654,1405,616,542,224,650,364,302,32
7699:18966,2703,13298,105524,82537,78091,18476,9341,1919,929
7707:616,542,84,15,301,1102,564,70,650,518
7708:616,947,302,650,182,17,1471,1099,542,84
7713:29,654,58,650,616,564,8,84,1023,70
7734:61,17,16553,2739,2200,1239,1140,999,654,542
7741:302,17,1196,15,861,542,61,8,554,518
7742:654,302,616,542,15,1511,518,4174,61,508
7743:32,542,654,1535,364,17,302,58,1023,508
7751:654,616,518,84,61,245,354,58,32,8
7760:17,616,542,302,238,58,8,654,518,101
7766:76,70,564,32,17,2139,698,654,650,302
7787:518,131,65,8,3233,1382,787,542,327,17
7813:17,616,654,564,138,58,8,354,285,1086
7818:616,17,58,8,302,654,542,518,902,787
7823:564,17,1023,1405,378,76,1126,654,70,32
7825:17,1644,508,1023,70,8,354,5567,2200,1382
7833:17,908,4755,84,23191,7831,3704,3172,57665,24581
7841:8,32,58,787,654,542,61,302,15,518
7844:302,654,84,616,58,1102,736,8,322,285
7850:17,654,76,616,8,7006,1471,508,1023,902
7863:17,616,654,302,58,518,542,508,1196,787
7869:4040,9462,8772,1337,30490,10981,7926,51099,22646,13341
7888:58,17,542,654,1196,15,518,238,1140,861
7889:226,70,81,17,2139,698,508,363,40,6824
7894:17,8,787,76,7006,650,616,564,542,518
7903:2048,122859,118948,118349,114845,114695,112092,111921,100732,95046
7915:17,616,542,302,61,564,58,15,245,32
7921:10503,81,81699,8454,5767,1555,675,224,76,43783
7945:168,5480,5557,2153,1400,10267,2642,1326,463,14754
7946:17,58,616,654,364,15,302,245,8,518
7949:17,508,15,616,518,787,542,245,119,8
7951:58,616,8,322,84,1196,542,15,518,354
7962:32,61,8,564,1196,245,650,1023,554,289
7964:984,760,719,13567,661,5480,2642,1528,168,135
7967:565,2510,53369,453,56568,45974,36909,26531,15204,14814
7969:17,302,76,654,84,616,29,8,58,354
7975:616,76,302,361,70,29,866,650,58,654
7976:17,650,542,518,238,1937,1140,899,892,616
7977:866,302,354,84,654,76,58,1102,301,29
7981:3378,99302,77977,68239,68179,65033,48851,46421,45315,39446
7990:17,616,101,58,654,650,564,32,902,364
8002:441,16036,4513,3618,3506,2028,1744,245,710,13016
8009:17,302,654,58,518,15,542,245,8,62
8023:518,17,245,1405,15,1987,787,542,32,103
8032:1382,17,70,8,891,518,1451,363,32,354
8036:984,5480,1400,719,168,135,10267,9874,5557,5488
8054:17,616,508,245,65,2139,8,5567,1405,564
8065:58,861,61,542,787,32,554,518,4904,650
8068:10048,21640,8102,18452,538,41385,7450,96,11358,3746
8069:3506,3207,970,4487,947,245,899,353,8536,48
8081:302,76,58,616,15,518,245,61,6,8
8090:58,616,84,542,285,15,650,8,518,289
8097:17,1382,542,402,103,1126,616,508,226,65
8103:4755,3107,1790,1352,4825,3509,1527,508,378,11725
8130:518,17,8,65,1126,616,564,364,327,245
8134:122154,114481,114013,111810,110714,106223,105057,104067,92398,88728
8137:58,542,15,861,564,101,61,32,787,1511
8141:564,17,508,76,518,8,616,84,1405,1957
8144:168,463,1326,984,564,14754,8733,1400,760,9874
8150:17,302,8,15,1196,518,84,650,861,61
8159:17,542,8,650,616,508,65,1023,363,76
8161:77681,54240,8357
8163:17,654,616,254,76,302,58,2139,546,354
8184:500,2139,81,780,731,698,654,302,226,70
8186:518,58,616,787,654,101,1405,902,354,94
8200:654,302,58,616,29,76,650,8,1239,84
8206:15,8,787,616,245,61,402,103,94,17
8217:17,654,58,15,542,518,302,32,787,861
8224:17,616,542,302,58,654,61,84,15,518
8225:774,4487,245,947,899,17,353,48,10046,9490
8227:1267,245,4798,17,2302,564,4967,4422,4268,3233
8229:17,616,302,58,542,518,8,650,564,1196
8245:10503,8454,33562,840,81,17,122990,119596,118279,107262
8264:542,17,1405,1023,545,518,1758,826,616,238
8270:17,302,654,616,518,84,58,8,542,508
8276:58,17,616,542,15,94,1403,650,285,518
8285:17,14626,568,650,542,518,15,6,616,356
8286:302,17,654,37478,6375,4541,1109,378,76,58179
8287:508,5767,780,262,70,698,564,3423,3137,2275
8290:17,354,1462,654,698,302,116,1410,564,508
8310:306,4341,8772,6311,5975,603,44227,21684,19100,10981
8314:82058,79667,74316,69737,69698,68279,67156,63166,61673,59189
8325:654,302,17,1196,650,58,616,29,394,162
8326:302,84,654,616,76,518,58,8,363,29
8334:17,58,2338,654,84,76,899,736,616,354
8343:616,654,58,8,542,650,518,508,62,302
8347:616,861,8,542,101,15,650,322,29,1196
8352:17,654,1405,616,542,518,32,302,58,245
8368:17,654,616,302,101,84,564,15,736,542
8380:168,984,1326,9417,7838,574,65,1400,719,508
8396:17,302,58,616,15,32,542,61,554,518
8401:654,302,58,616,84,162,726,354,301,1102
8406:17,616,518,15,58,542,8,654,101,354
8411:122111,117884,116841,115652,113915,1239,899
8413:17,409,616,302,58,32,542,84,15,861
8449:2880,1712,6434,12990,5624,4825,3172,8848,4568,23191
8450:37804,18803,13266,1711,1686,114683,110771,102561,101220,95512
8476:302,58,654,29,17,616,650,356,542,518
8477:17,508,1405,616,302,226,15,8,363,1790
8491:1888,48106,32166,16217,15386,12790,7956,7211,5604,5167
8499:17,8,564,518,508,245,61,402,32,15
8500:4455,60193,50294,29047,8418,120437,120356,119007,118873,118460
8510:518,61,17,947,245,131,84,8,1471,1023
8513:17,616,363,15,65,61,245,542,564,76
8517:57092,29782,25041,122595,118530,118415,117399,91334,89026,88325
8530:302,58,654,17,15,1196,542,1140,650,564
8531:58,302,542,8,787,322,101,32,15,564
8534:398,4941,11641,2447,37386,16155,14964,11644,5598,4126
8536:17,616,654,8,518,84,245,542,508,363
8537:363,17,58,302,654,8,616,518,84,1102
8569:1527,1352,10041,4825,189,6434,1712,8848,11725,4568
8578:106,14152,2816,1957,4481,84,1023,974,616,518
8581:236,17,654,564,302,58,542,508,45,8
8582:15,542,289,285,101,8,650,518,61,1102
8600:17,1099,947,1402,1382,1119,873,710,508,285
8603:947,17,84,8660,1102,1495,866,302,1382,787
8635:17,4755,654,616,302,866,76,58,354,101
8636:17,302,138,654,101,6901,1535,616,564,84
8644:616,17,3231,650,302,58,162,654,564,8
8651:245,65,654,131,736,32,2162,518,302,496
8660:58,17,616,84,542,15,564,101,32,554
8670:81,780,654,58,650,17,542,182,138,1023
8681:1196,302,61,654,32,1535,542,518,238,564
8692:1023,508,17,70,780,76,1535,616,363,5767
8717:3819,17071,12691,9597,7585,6593,5767,3429,2369,2185
8718:984,8860,5480,1230,1400,8733,2103,1326,760,1081
8719:654,616,8,564,58,542,238,84,29,1102
8735:17,616,302,654,29,542,58,15,518,61
8736:6491,6127,500,32616,385,17,18239,13737,11671,2715
8746:616,302,61,58,32,542,8,1196,554,518
8747:302,616,354,654,58,650,84,1102,1023,1535
8755:86870,27589,27582
8760:302,17,654,58,84,1102,616,429,8,62
8768:262,226,2139,1511,698,616,542,245,17,654
8771:17,8,302,58,654,564,542,650,61,902
8774:616,17,654,302,58,787,564,542,508,493
8782:5557,168,1400,719,8860,574,9874,8733,5480,7838
8788:58,542,861,32,1196,101,8,518,363,1511
8789:616,17,15,518,245,94,61,8,542,226
8790:27241,3471,17581,12760,11563,7514,6503,5107,564,502
8802:654,616,302,8,101,787,650,508,289,564
8810:17,378,873,15,8,616,508,302,245,65
8812:780,226,986,2967,2379,1749,140,70,7211,500
8825:654,302,616,58,542,650,8,301,61,15
8844:2121,49290,13449,8191,4205,1348,1109,873,518,331
8850:4755,3107,1527,10041,8848,2880,12990,1712,7831,23191
8852:1119,1187,891,302,48,5176,2935,899,245,17
8862:17,8,245,787,710,508,1126,1023,931,873
8863:58,542,654,302,61,8,787,554,518,101
8868:17,8,518,654,736,302,245,616,131,32
8870:17,616,518,58,8,101,29,736,554,289
8872:17,616,542,15,61,518,58,787,245,32
8877:17,616,61,15,245,58,654,1511,787,564
8889:17,508,1936,76,8,2200,354,70,2140,891
8890:226,81,1344,76,84,17,2139,698,564,542
8900:616,58,654,650,542,32,61,518,302,1196
8906:1023,17,616,654,302,1535,76,32,8,542
8912:564,138,654,302,84,76,1762,1462,1102,17
8913:2548,840,5111,10541,8934,5627,197,157,8069,61
8915:17,58,654,302,518,32,15,564,542,76
8916:17,654,302,8,616,542,650,518,289,564
8920:81,262,14174,5767,3939,70,10071,2700,780,731
8924:17,245,76,616,508,363,302,61,15,8
8931:616,8,58,654,62,542,518,302,245,15
8935:518,103,94,8,15,363,61,616,508,58
8936:54180,89051,40588,6306,736
8958:654,58,542,15,616,302,6,486,322,564
8984:81173,78059,60889,29417,25127,14754,9725,9345,1462,352
9000:17,302,616,518,542,15,554,322,564,8
9001:4797,353,1951,16127,2268,94,6417,1043,769,47366
9013:17,285,58,616,654,84,29,1196,62,861
9024:616,17,650,654,32,238,564,542,302,162
9079:17,616,15,654,542,61,58,302,1535,902
9085:17,84,616,654,518,354,508,94,899,65
9096:2880,1712,7831,20806,12990,6266,4568,10687,378,7859
9098:76,1405,698,518,2345,2139,654,564,542,245
9106:84,736,302,654,76,8,518,899,301,32
9111:616,542,302,61,58,654,564,8,363,650
9122:302,17,58,1196,861,84,542,15,1102,518
9128:654,58,616,61,1196,15,542,861,8,787
9135:3448,10075,17,302,4203,654,8861,11621,650,76
9141:3107,1527,1352,2880,5624,1712,8848,20806,7831,189
9152:61,654,616,542,518,15,32,84,8,787
9155:61,17,15,58,1403,542,654,245,8,999
9157:533,8529,7622,3034,33550,19206,12562,10981,8011,7926
9158:4292,4357,17,8384,3717,3131,40,2139,508,1471
9159:353,245,616,15,518,61,32,17,1126,1405
9160:189,10041,1527,3107,2880,1712,6434,3172,8848,5624
9161:984,719,8860,801,8733,1528,1326,760,661,1400
9171:58,654,29,616,508,289,354,224,84,6
9173:654,616,518,302,245,1023,564,84,76,650
9200:17,654,302,29,616,650,354,363,58,322
9224:70,1382,17,899,508,1790,1023,736,94,8011
9225:14259,311,12861,11855,9435,8867,2543,1468,1077,5512
9233:42657,22776,15373,1930,122837,122693,121747,121739,119615,114146
9236:17,245,61,76,1002,508,103,4268,2200,518
9237:542,15,29,1403,1196,1140,4904,1511,61,285
9238:302,654,616,58,650,1511,542,285,76,564
9245:17,302,654,58,29,616,8,861,554,285
9249:17,616,518,84,654,58,8,902,1405,245
9256:8,616,245,518,508,61,58,15,32,787
9276:4797,353,17,1951,8694,601,4589,769,616,354
9288:302,616,15,654,1405,245,76,58,32,542
9290:8322,30815,24933,13077,18743,37112,31597,25985,20986,16965
9291:616,542,61,32,58,15,1196,1511,402,564
9310:861,616,302,17,1196,542,58,654,61,15
9312:15,616,58,654,518,245,302,32,8,542
9313:542,616,58,17,245,999,8,787,654,15
9331:85508,64240,52132,69121,66541,37294,31585,28740,24308,17380
9333:95159,62433,34582,30259,16431,10869,7334,6210,4993,4965
9350:616,654,8,17,302,58,518,289,101,84
9357:83385,80021,9760,20184,7585,986
9359:616,302,58,654,542,518,564,554,15,1196
9364:17,616,61,542,15,787,32,518,564,508
9368:80322,72716,62851,60740,58912,50917,48701,38319,37606,35213
9369:168,719,1400,8860,8733,574,984,76,5738,5557
9371:654,302,736,518,616,29,301,138,94,76
9381:1913,22856,22507,62347,31633,5214,48061,5363,2848,698
9389:109119,97686,95029,72606,63225,45970,39645,32076,18077,7560
9394:58,15,654,61,8,616,564,542,245,518
9400:302,58,17,542,15,1196,861,101,289,70
9420:616,542,302,58,654,61,518,84,101,32
9431:7622,12861,1468,42989,9435,4671,14259,5512,3137,2215
9432:17,302,654,8,616,518,58,301,354,29
9433:2495,327,118575,113918,109750,103886,95228,89255,86412,77882
9437:10048,76,10305,70,14890,40,41385,41249,19795,14524
9442:140,780,1749,5767,6108,986,262,13544,1888,8511
9443:654,302,58,8,518,84,15,508,861,650
9451:302,8,616,58,29,62,650,518,84,61
9473:4755,10041,1352,3107,226,1527,189,2880,5624,2275
9486:115711,94987,94680,78501,50707,40921,38475,30116,28752,24364
9487:17,61,58,616,654,302,518,15,542,650
9489:17,654,58,616,61,101,84,76,518,32
9494:4755,2548,840,931,508,245,564,518,17,7006
9499:17,654,616,289,101,554,564,542,70,61
9500:76,40,17,736,616,70,2878,1196,984,285
9507:616,1405,518,564,17,61,15,8,94,58
9514:85292,63098,45791,36401,23317,19244,9961,1989
9525:17,518,616,245,84,1023,32,8,1405,363
9528:17,302,654,616,354,84,58,15,564,1023
9531:35368,262,118260,111569,107534,107100,102836,102054,92453,89252
9535:698,76,616,226,70,3054,1535,654,354,81
9538:58,17,654,302,518,542,861,15,650,564
9541:121835,120893,111355,96167,86105,77846,75193,72145,70330,55676
9553:16056,27420,6207,5112,5000,4148,3288,1970,1732,1109
9568:7334,7622,12861,2543,8427,1547,14259,8759,203,9435
9570:17,518,302,564,70,654,616,542,238,58
9571:76,81,25481,1382,508,327,17,4671,1468,986
9573:4,10048,11358,8102,698,41385,20855,18975,10305,7450
9580:17,616,302,564,58,861,364,61,15,654
9590:17,61,58,542,302,518,787,245,554,402
9593:616,542,302,224,58,654,8,518,508,363
9606:508,564,2139,1126,40,17,1405,1382,931,81
9612:58,616,302,518,564,15,301,289,101,8
9613:17,654,616,302,650,76,15,861,58,29
9614:71405,43013,32608,31048,29485,25501,24117,23297,18420,18364
9630:984,5480,8860,1400,5557,719,661,135,801,10267
9665:17,58,84,8,736,861,542,29,101,650
9666:11644,398,5598,14964,9388,2447,302,17,616,13388
9668:616,654,302,17,564,58,8,238,1196,394
9680:17,654,616,302,58,84,29,542,32,8
9685:17,14626,650,568,542,518,15,6,673,616
9693:17,654,616,542,61,15,302,564,322,58
9694:70,76,17,654,616,15,508,302,301,226
9696:924,31527,2547,39357,13673,8011,5567,1894,1790,1539
9711:36868,6720,6432,97047,88297,86488,84537,80668,55516,50506
9722:17,245,15,103,518,61,787,542,1126,1023
9727:986,81,358,138,7585,5767,508,226,40,50463
9742:7003,17,696,616,4032,302,8,654,5303,1348
9745:58,17,654,542,518,84,61,554,15,861
9752:2139,118861,118285,114614,112482,112275,108595,107315,102869,102666
9753:1119,17,4420,245,891,947,518,354,84,32
9755:58,654,650,616,17,162,1866,8,29,542
9757:59623,21879,301,17,48361,40597,35534,35307,31926,24029
9786:302,76,616,654,70,58,542,354,245,84
9808:17,61,32,15,654,616,364,542,302,8
9810:23398,1122,33720,33683,1406,9448,65938,36443,22510,16433
9812:58,616,302,84,8,542,101,29,354,322
9813:17,245,1987,564,103,542,65,15,8,710
9820:4268,245,518,17,94,61,15,5117,2955,2233
9824:1002,4513,6315,3618,1256,4547,1744,13,16036,9055
9827:17,518,245,616,1405,1987,564,542,131,486
9831:168,984,719,1400,574,8860,8733,5480,5738,1326
9834:616,17,302,58,654,542,8,787,15,554
9837:654,17,616,29,84,6,518,1023,542,61
9839:698,76,81,70,1023,564,2139,1535,1344,542
9840:17,4487,518,245,1703,616,353,4268,1410,1405
9864:17,654,58,29,84,616,1476,650,285,518
9879:17,654,616,15,322,245,94,483,302,289
9890:302,58,17,654,15,8,861,542,84,1196
9891:654,58,616,29,518,76,354,8,736,1245
9892:76,17,654,302,1344,1069,81,4475,1002,361
9896:1827,245,17,947,518,61,1405,899,542,496
9899:866,302,354,58,8,301,84,76,15,1403
9900:17,616,654,1023,518,542,302,61,15,1535
9911:616,84,17,654,13791,7744,5567,1550,1405,1382
9926:302,58,84,654,542,650,861,518,354,301
9927:61,32,518,1511,787,564,650,238,1403,508
9929:302,616,654,58,8,84,518,787,542,322
9944:56364,36269,14201,12222,65121,49920,48271,40543,29819,17257
9945:12861,7622,7334,17,8392,327,7146,4671,3137,862
9946:10503,8454,33562,840,81,17,122990,119596,118279,107262
9961:2178,43881,18536,647,122379,122206,121204,119109,112588,104813
9984:29024,347,53847,12550,1546,76,117863,116428,112549,108645
10030:15,616,302,654,542,32,364,650,1196,564
10040:168,984,801,1528,1400,1326,8860,5738,5557,2318
10050:131,17,7910,5117,4292,2302,1603,363,201,103
10051:409,35144,45,40465,861,654,56594,6450,4257,2979
10073:58,302,616,654,17,29,1140,650,861,363
10082:1023,15,654,302,245,76,542,508,103,58
10084:91352,104526,76833,52056,29721,10662,3599,3068,2579,1295
10086:168,984,719,8860,661,463,10648,9874,8733,1400
10088:76,28632,22059,40142,25368,8419,698,81719,44968,31342
10090:890,2139,17,40,354,1102,84,302,224,70
10110:302,616,654,542,58,518,84,15,861,650
10111:245,542,15,931,518,508,17,8,1382,61
10115:1245,245,224,182,97,8,34428,27781,27113,23001
10117:17,302,542,654,1196,616,61,650,554,518
10130:17,508,8,1790,1382,1405,518,84,70,245
10132:616,654,542,302,58,787,17,564,238,5567
10133:3610,138,16658,9289,9043,4224,4146,3613,1884,1023
10136:9722,3006,17,29021,398,12532,5725,409,65832,47931
10140:58,302,654,616,29,17,15,84,542,162
10148:719,984,1400,8860,5480,1528,1326,801,574,5738
10155:17,518,8,245,616,61,84,654,542,902
10156:1460,14100,5292,2351,564,508,122306,122131,122042,121786
10194:654,302,8,616,58,787,94,354,101,301
10196:616,58,15,322,542,302,8,32,6,787
10200:2403,1524,970,3506,4487,947,899,17,245,48
10210:1023,226,508,70,17,5567,4453,302,76,2447
10233:18156,58227,1592,100785,53668,33833,26628,13411,7728,2548
10235:3282,6320,3060,226,75100,16009,225,107945,100832,97866
10236:65107,33195,121642,115745,115685,102580,98423,96012,93471,92484
10237:17,58,8,302,616,654,518,101,736,554
10249:138,2013,1462,656,273,122743,121462,117030,109476,100053
10254:17,302,58,654,650,616,29,182,8,224
10267:616,354,518,8,76,1535,94,564,736,101
10275:1539,1535,1382,1126,17,5157,2531,1786,1534,1405
10276:616,542,1196,302,861,564,61,58,1511,654
10279:616,58,17,654,289,155,8,1550,861,1196
10302:58,616,363,15,650,354,84,76,554,285
10303:76972,22218,1930,17,38577,17448,947,924,496,40
10304:29798,1535,755,654,354,302,239,193,58,3
10306:17,616,654,32,518,238,861,15,364,650
10313:17,654,616,58,302,8,542,61,94,564
10317:302,84,654,8,1102,518,866,787,354,283
10335:41662,6500,669,122201,122178,121675,119834,117869,116197,110579
10339:616,58,654,518,15,542,61,508,94,787
10342:17,616,61,654,32,861,101,1196,518,1403
10346:51326,7742,238,119814,104057,97964,68201,57981,57778,38501
10359:654,302,616,285,58,542,15,650,322,62
10364:17,616,542,902,8,1196,826,654,32,564
10366:787,61,654,15,1511,58,1196,861,364,1403
10371:76,40,2139,564,508,58,616,546,518,363
10377:17,302,654,8,70,780,616,518,58,508
10378:97626,18935,8860,2153,463,168
10387:48539,53812
10388:17,58,15,616,32,1535,542,302,518,1196
10408:840,10541,2548,5111,14793,5627,13049,197,27094,27070
10420:17,654,58,508,15,302,140,81,70,245
10427:9711,69197,59015,58494,47065,34356,26382,24512,23688,23019
10439:84,354,8,650,29,564,301,76,518,138
10445:17,508,61,518,787,873,616,1382,302,245
10454:17,58,302,654,616,363,70,29,1023,124
10471:17,654,58,302,616,101,8,542,32,354
10478:58,17,616,302,542,518,15,554,61,787
10479:564,70299,68370,30754,5292,4996,787,659,616,542
10480:58,654,542,302,17,518,15,554,650,101
10488:302,654,58,616,301,84,32,138,1102,787
10502:41101,58923,28760,22678,11241,122345,117353,110086,107602,104201
10513:902,826,17,15,8,1405,1086,7685,654,542
10523:1002,441,1744,508,3506,1065,710,4513,3618,245
10543:441,2028,2715,4696,4444,3506,3288,2548,764,719
10563:899,1119,245,84,518,736,496,654,354,302
10564:302,58,616,654,8,650,224,94,70,61
10570:616,58,542,29,17,84,650,518,1196,1140
10580:19871,10492,247,6503,3672,17567,3372,62962,4949,302
10636:302,654,616,84,861,554,62,8,289,76
10655:17,302,8,654,301,84,58,616,70,1382
10691:17,616,542,58,654,15,861,999,564,364
10693:17,654,302,84,301,8,289,1102,861,518
10698:302,654,58,17,29,1196,861,650,15,554
10710:616,58,94,8,564,70,518,76,787,650
10726:69494,22655,105984,103120,96121,75513,56108,55872,33807,23402
10758:17,8,542,654,58,302,101,518,616,84
10770:2543,7622,12861,11855,1011,311,7334,2215,17486,9435
10794:616,302,17,58,1550,861,654,394,76,42524
10801:650,616,698,76,17,787,564,58,1344,518
10807:1119,17,8151,1187,245,947,787,8,899,518
10820:17,302,58,32433,5303,4032,1410,358,38085,3393
10843:17,654,302,58,61,15,616,6,542,518
10844:76,17,1462,302,70,986,866,616,138,58
10845:6503,9289,7021,3672,17567,1495,247,26460,4949,17
10854:13566,78928,54897,51617,45662,41850,23368,16689,115551,96144
10858:17,616,542,61,302,58,518,32,245,84
10871:17,58,654,616,45,302,29,899,650,236
10892:11861,9318,1703,674,65,17,6,122571,119052,116891
10908:518,17,508,1405,787,616,245,15,542,564
10913:84,17,1822,616,302,22926,20118,542,409,238
10920:61,518,654,103,616,564,58,1511,1196,302
10955:48,1187,2162,17,875,2935,1119,245,891,518
10956:84,518,302,1102,354,654,76,866,736,616
10968:616,17,564,302,138,1614,736,409,70,6
10991:81,2139,17,616,70,508,363,302,654,650
10999:17,654,564,616,58,518,32,15,61,787
11000:780,2241,5767,731,262,17,8588,5860,550,354
11022:616,302,542,518,15,58,787,76,61,8
11034:58,17,654,564,84,1196,518,15,861,8
11037:17486,9435,11855,1011,19152,8867,8772,203,4625,2215
11047:1359,17,6243,1127,654,302,8,2588,273,9846
11099:58,654,302,17,616,542,61,1196,650,29
11105:518,654,8,354,302,616,245,61,787,542
11110:44,22365,5567,3137,1326,719,358,168,76,14754
11118:109364,95747,82688,78463,71023,43864,32331,27788,26000,19749
11132:245,710,17,4268,1091,564,508,131,124,84
11134:17,70,226,616,542,8,1535,5767,1023,654
11135:17,518,654,15,616,302,58,289,61,8
11149:654,302,8,616,518,101,58,322,902,32
11150:5975,11590,5319,17316,13341,8772,7926,6311,4040,1337
11193:429,76,190,49767,36541,26360,873,840,719,70
11211:113372,113297,104658,102446,102437,100512,99740,97617,88782,88437
11222:19544,34240,76,50369,899,17,15,96442,63192,56320
11228:441,1002,4513,1744,508,245,76,5122,2715,1410
11264:616,58,17,654,29,650,6,542,162,861
11273:616,58,101,84,1102,15,564,94,29,363
11278:302,654,616,58,4032,17,1832,866,837,736
11279:2405,58982,19000,13926,118856,117570,116375,113529,111621,107354
11287:616,654,58,302,8,564,508,32,787,518
11332:31188,168,108417,103220,103201,100792,98337,85124,82043,74854
11363:17,866,616,70,226,76,58,542,780,302
11378:76,564,616,70,262,238,17,1069,302,650
11388:654,302,51943,43418,4267,901,616,238,236,190
11394:1606,1405,518,65,3233,947,616,354,245,17
11404:616,17,58,654,542,302,787,1196,518,32
11414:17,302,654,18319,138,58,1102,29,616,301
11418:984,8860,1400,8733,76,1081,574,564,2642,2370
11419:654,302,616,58,61,15,8,518,76,650
11426:236,17,654,776,302,14750,12253,10075,4203,4724
11427:4575,25910,12332,76,3054,3477,3126,367,226,75530
11428:17,302,654,58,84,8,787,616,542,6
11437:508,17,1002,245,262,70,2548,2139,698,616
11439:2200,5117,245,327,81,17,1987,1382,542,262
11444:17,616,518,58,8,654,542,508,15,902
11458:17800,24893,9716,658,3223,861,616,518,483,45396
11462:1410,542,245,17,564,65,1126,15,2139,1987
11463:542,58,15,32,61,101,787,1511,94,508
11484:17,542,616,61,518,302,15,1196,654,114
11507:616,17,58,654,302,32,650,1023,542,285
11510:616,58,654,17,62,1196,542,15,3101,787
11511:2520,76547,116222,108903,104694,98937,58632,56430,52469,52018
11525:616,58,302,654,17,6,650,285,518,162
11529:302,654,17,58,29,616,239,1476,726,495
11535:616,654,302,58,8,518,155,354,84,76
11537:3378,101304,88939,83810,77977,75721,46421,45191,40356,38292
11538:17,616,58,542,32,15,61,861,650,322
11540:4600,48654,5145,44680,19065,15457,13894,10316,3704,508
11552:302,654,29,518,1102,866,8,58,285,616
11554:17,654,1991,1589,1352,518,101,3107,873,378
11558:1825,1471,1382,1126,103,3704,131,17,1539,947
11569:616,1196,15,554,542,4904,61,29,8,518
11584:17,302,654,542,861,15,1196,8,62,518
11586:17,302,654,616,542,8,787,564,508,61
11603:17,616,58,84,8,861,302,654,101,650
11606:58,787,654,84,650,518,61,542,15,1196
11614:4719,37507,9388,5598,2447,398,24211,20490,14964,13388
11616:17,542,616,1196,58,861,654,554,518,302
11651:302,17,654,650,224,58,564,76,15,1140
11657:17,654,616,483,84,8,542,518,101,61
11660:17,84,58,616,8,650,354,138,518,162
11670:931,8,15507,4755,3704,2597,2570,1790,1412,813
11676:780,140,7211,262,16404,8511,5767,731,16286,3137
11685:17,616,654,58,302,650,518,861,508,363
11700:654,302,518,76,58,354,84,29,6,616
11716:122111,117884,116841,115652,113915,1239,899
11719:17,508,302,616,94,1023,654,564,58,15
11723:8,518,17,84,1410,736,542,508,295,52522
11738:17,8,616,302,654,1102,58,650,542,518
11749:81,16404,3423,500,14059,22597,13544,12727,8588,3374
11775:17,518,8,1023,84,654,616,508,61,1405
11781:616,654,17,1196,58,542,61,861,787,554
11788:8860,5480,168,5738,2275,1682,1326,719,358,76
11795:1410,2139,710,500,17,15,4292,1987,262,245
11818:17,654,616,58,787,84,302,518,322,656
11825:1884,521,297,238,219,81,70,54119,37795,29087
11835:58,17,76,29,616,564,542,6,861,1102
11836:1326,168,135,54531,31171,12984,10267,9417,5488,2155
11838:17,931,1460,947,873,2068,1099,508,431,245
11839:10345,118323,105761,97455,94970,85617,84183,77465,72022,52411
11843:1002,710,441,1744,508,1410,1065,245,3618,1205
11844:23356,58,51436,36220,79048,59355,42373,35313,33681,15957
11847:441,710,1002,5122,4513,1205,16465,8928,3618,3506
11856:226,1888,2967,7211,780,8283,4048,3819,1023,508
11865:17,302,616,542,61,58,15,1535,650,32
11883:35382,14797,13183,11825,8364,225
11884:5480,168,8860,719,358,81,76,14754,5738,2275
11885:1002,4513,1744,710,3506,1410,1205,13,2917,508
11892:17,542,358,268,262,162,58,19637,14147,6303
11893:17,302,616,654,8,84,58,76,62,518
11896:17,616,654,542,302,508,58,8,15,787
11910:899,48,518,6450,947,245,496,486,6,4420
11913:17,302,866,1462,654,1762,1102,1089,736,354
11922:654,616,302,17,76,29,84,101,8,650
11928:17,616,58,654,302,650,224,1511,542,518
